Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Poland,POL,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,1180000000,1385000000,1586000000,1874000000,2018000000,1913000000,1842000000,1990000000,2017000000,2104000000,2015000000,2216000000,2472000000,3201000000,3200000000,3687000000,4773000000,4201000000,6655000000,10637000000,9766000000,8916000000,10841000000,8384000000,10374000000,9773000000,10029000000,11178000000,15016000000,17999000000,22184000000,31308000000,37616000000,30938000000,34658000000,39916000000,40014000000,43625000000,47576000000,44077000000,48712000000,57714000000,67870000000,69899000000,67195000000
Poland,POL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,8.61914949037122,,,8.26760017503392,,,,,11.3322811433713,8.92609442368128,8.03251362117447,7.26193948541181,5.8335927562514,5.85463483116864,4.60310562262309,4.88045591148379,5.00513039982941,4.04518985574774,4.02227590259449,3.75466809130164,4.08914996089988,4.02274429487668,5.22903327226686,4.51708845346985,3.92762573177697,3.63941413580708,4.69486868531785,5.02501406028578,4.82897697370526,4.18057265518659,4.00955239757243,3.60543718058065,3.0251627523971,3.18996529919153,3.04370177946252,3.23396661718481,
Poland,POL,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3480086098,9.0623873425,8.3688338529,7.7433715337,7.5546862102,7.918655724,8.6400712828,7.7293979443,8.1419936689,9.2990839511,9.8098248068,7.3326895073,8.1957620346,8.5444502126,8.8784045805,9.7902814845,9.2398196725,9.055424798,8.5182085525,8.3492875317,
Poland,POL,Tariff rate. most favored nation. simple mean. all products (%),TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,6.26,8.25,7.05.2021,7.14,7.06.2021,7.05.2021,9.01.2021,8,7.97,7.14,6.79,6.19,6.48,6.13,6,5.83,5.97,5.94,5.57,5.47,5.44,5.06.2021,5.61,5.76,5.71,5.71,5.72,5.69,5.62,5.06.2021,6.16,
Poland,POL,International tourism. expenditures (current US$),ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5865000000,6357000000,5855000000,4524000000,3810000000,3417000000,3595000000,3440000000,3286000000,5086000000,5887000000,7645000000,8339000000,10683000000,7883000000,8888000000,8672000000,8911000000,8916000000,9177000000,8285000000,8509000000,9420000000,10367000000,10161000000,
Poland,POL,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,99.6,,,,,99.4,,,,,,,,100,100,,,,,100,,,,
Poland,POL,Age dependency ratio (% of working-age population),SP.POP.DPND,64.6088420771069,65.1262906966677,64.850021204211,63.9728236080716,62.871159528157,61.7605845839984,60.1932371058122,58.8617109721175,57.6281798756132,56.3119319349144,54.8908014230817,53.9116570046318,52.7988119507723,51.7094556443406,50.8744846726353,50.4010553436389,50.4446081783418,50.7353623329346,51.2059990105723,51.6832402476974,52.0566911648701,52.4288368156201,52.6978610107984,52.9186406008398,53.1524519139609,53.4009852380063,53.7831495326167,54.0389309756479,54.1512003946324,54.137724711854,54.0133495434008,53.691027452272,53.3834591275962,52.992060813989,52.3796211701688,51.498865358031,50.7751785773258,49.7293168436194,48.4955692120431,47.2722688985357,46.1594910900065,45.2062115392997,44.4113363821727,43.7082825649897,42.9875146733427,42.2230146388686,41.5839315371258,40.9950777462512,40.5249221009843,40.2571977318772,40.2326142294911,40.7219342339802,41.2812790839498,41.975840419679,42.8880180840385,44.0419454575121,45.186068119067,46.650308179456,48.3021469137836,49.9301697074552,51.4168587997609
Poland,POL,Population ages 60-64. male (% of male population),SP.POP.6064.MA.5Y,3.17901464264526,3.29741881626535,3.41853555956752,3.54616051271253,3.68301125719263,3.8278251534662,3.9633874629442,4.09664805375125,4.2144511232967,4.29903833141878,4.33916713683617,4.30553644710103,4.25627420669346,4.17588597567241,4.03755070624904,3.83266413147645,3.53753603041513,3.17481023264735,2.82780083109789,2.61688633459452,2.60313250164156,2.7346086109642,3.0228264483082,3.38277976440679,3.70511305557124,3.93638795734496,4.0915540045401,4.18868208385477,4.24741123041981,4.29340953200489,4.3392852573419,4.35544788578518,4.35814087150232,4.35171976554205,4.34149028454971,4.33010106937143,4.29652281513707,4.27908204606038,4.25996412984235,4.21021854386161,4.11856573105809,3.98262380650194,3.79880061279273,3.63257575574608,3.57990892618537,3.69154829180726,3.93072256376339,4.31016044510229,4.76614718064355,5.20799541578185,5.58410437447959,5.87540838274627,6.11431131976482,6.31326396687729,6.49269701563658,6.66200338490246,6.80920567683586,6.94113520744747,7.03432104896519,7.05356743611939,6.98136747845975
Poland,POL,Population ages 20-24. male (% of male population),SP.POP.2024.MA.5Y,7.82641981745319,7.44637578456272,7.0126376962796,6.61822290364677,6.39930269738602,6.43206934657667,6.71352322997319,7.212970387835,7.84283440318091,8.46918137853917,9.00643918749157,9.44241689658362,9.79087353913926,10.0578405239788,10.2659275983626,10.4298838950665,10.5462057661022,10.6274414511033,10.6377701171232,10.5239744216953,10.2609967025446,9.83217316754236,9.2706558266898,8.6533201442235,8.08721985001947,7.63803016068981,7.30686045277551,7.08340102962506,6.95614084335396,6.90129140988129,6.90381853315712,6.96700254500356,7.08541980849222,7.24735093103903,7.43673100586288,7.64114727764481,7.84104679237988,8.04699646452621,8.25298072556725,8.45339093663989,8.64350620206835,8.81224451021916,8.97202385273473,9.09953445525425,9.16030222464498,9.13272227671613,8.99783006960199,8.7632262369732,8.46835381682935,8.17388748441029,7.9170123039405,7.70839124105314,7.53084896087326,7.35756558918641,7.150809279494,6.89516566493805,6.63074910221926,6.32976195723795,6.00994846445579,5.70178250213678,5.42766577799629
Poland,POL,Population ages 0-14. male (% of male population),SP.POP.0014.MA.ZS,35.378019681679,35.3765642998218,35.0352450854535,34.4333420215634,33.7265820458124,33.0050288418095,32.0609930120371,31.2198715315419,30.4148484363545,29.5506985998496,28.6091635163943,27.869753602547,27.0567187626984,26.2506013061296,25.5768583663235,25.0994664238597,24.8886700740276,24.812494949952,24.8652338191911,25.0061919054649,25.2034109246452,25.5224181777911,25.8953450929025,26.2815910146306,26.6180525650136,26.8555741588001,26.9818624358575,26.968130736099,26.8370243072423,26.6423907499629,26.4161361037027,26.0347672966233,25.6866980293893,25.3203956648316,24.8611110962385,24.2791076967029,23.701274738139,22.9781617681948,22.1701952365707,21.3765206522353,20.6500831196775,19.9004742540757,19.2396076905006,18.6514804436697,18.105900122007,17.6006655971722,17.1631117866507,16.8222911211321,16.5611072318551,16.3457633060303,16.1505063108289,16.0764917078125,15.9323683892004,15.77647584126,15.6935621659927,15.7183913034044,15.6502642096692,15.7452350384275,15.9246376723283,16.0637495446076,16.0988812067347
Poland,POL,Life expectancy at birth. female (years),SP.DYN.LE00.FE.IN,70.6,70.8,70.5,71.5,71.6,72.4,72.9,72.6,73.6,73.1,73.3,73.3,74.2,74.3,74.6,74.3,74.6,74.5,74.5,74.9,74.4,75.2,75.2,75.2,75,74.8,75.1,75.2,75.67,75.5,75.5,75.3,75.7,76,76.1,76.4,76.6,77,77.3,77.5,78,78.4,78.8,78.9,79.2,79.4,79.6,79.7,80,80.1,80.6,81.1,81.1,81.2,81.7,81.6,82,81.8,81.7,81.8,
Poland,POL,International migrant stock (% of population),SM.POP.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95264663482572,,,,,2.49981472776902,,,,,2.14427183903469,,,,,1.87842691647986,,,,,1.66538508340782,,,,,1.60418083655994,,,,,
Poland,POL,Share of youth not in education. employment or training. female (% of female youth population),SL.UEM.NEET.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4499998092651,14.460000038147,13.1099996566772,11.9399995803833,10.8199996948242,10.8299999237061,11.0100002288818,11.8400001525879,12.1899995803833,12.3100004196167,11.960000038147,10.8100004196167,11.0799999237061,10.6999998092651,10.1000003814697,9.05.2021,
Poland,POL,Labor force. total,SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17510468,17696967,17758831,17715804,17574711,17392459,17333993,17195607,17231913,17165571,17320798,17574130,17378966,17299224,17266918,17529693,17325512,17329146,17563323,17831377,18036276,18103432,18227655,18269724,18388510,18315209,18378290,18444328,18390676,18318734,18204932
Poland,POL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6100006103516,29.6900005340576,27.9699993133545,27.1800003051758,27.5799999237061,25.7900009155273,25.2700004577637,24.7700004577637,24.2600002288818,22.5200004577637,21.7700004577637,21.1800003051758,20.7800006866455,20.5499992370605,20.5400009155273,20.3700008392334,19.6100006103516,19.1000003814697,18.9899997711182,17.8799991607666,17.6200008392334,17.1700000762939,17.7399997711182,
Poland,POL,Children in employment. work only (% of children in employment. ages 7-14),SL.TLF.0714.WK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Employment in services. female (% of female employment) (modeled ILO estimate),SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1699981689453,50.9700012207031,52.5200004577637,54.0900001525879,55.5200004577637,57.0400009155273,58.5999984741211,60.0099983215332,61.3800010681152,62.7999992370605,62.0499992370605,63.7200012207031,65.620002746582,65.75,66.25,67.5400009155273,68.0199966430664,68.3499984741211,70.0800018310547,71.1900024414063,71.25,72.1900024414063,72.9700012207031,73.2799987792969,73.2200012207031,73.8000030517578,73.9599990844727,74.2200012207031,74.4300003051758,
Poland,POL,Contributing family workers. female (% of female employment) (modeled ILO estimate),SL.FAM.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82000017166138,7.84000015258789,8.40999984741211,7.46999979019165,7.73000001907349,7.90000009536743,7.01000022888184,6.26000022888184,5.19000005722046,6.65000009536743,7.07000017166138,7.17000007629395,7,7.15999984741211,7.03999996185303,6.25,5.98999977111816,5.8899998664856,5.76999998092651,5.57999992370605,5.23999977111816,4.96000003814697,4.71000003814697,4.46999979019165,4.19999980926514,3.82999992370605,3.77999997138977,3.36999988555908,3.07999992370605,
Poland,POL,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3500003814697,27.6700000762939,29.3199996948242,33.9799995422363,35.3499984741211,34.060001373291,36.060001373291,37.1199989318848,36.2000007629395,36.0400009155273,37.4599990844727,35.9099998474121,35.0400009155273,35.4500007629395,36.3600006103516,37.4300003051758,38.1300010681152,38.189998626709,39.5200004577637,41.1500015258789,
Poland,POL,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Multidimensional poverty headcount ratio. female (% of female population),SI.POV.MDIM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.05.2021,27.07.2021,27.03.2021,26.02.2021,24.07.2021,23.02.2021,22.02.2021,19.06.2021,19.04.2021,18.07.2021,
Poland,POL,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02.2021,11.07.2021,12.01.2021,12.03.2021,12.04.2021,12.04.2021,12.05.2021,12.04.2021,12.05.2021,12.04.2021,12.06.2021,12.08.2021,13,13.04.2021,13.03.2021,,
Poland,POL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.00448608,282.82104492,315.83145142,339.33520508,392.00338745,465.70019531,524.09747314,660.92468262,892.59686279,759.60577393,809.19940186,866.09466553,815.1418457,878.08850098,911.29815674,803.95965576,813.47277832,909.57818604,978.73565674,,
Poland,POL,Incidence of tuberculosis (per 100.000 people),SH.TBS.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,30,30,30,26,25,24,24,22,23,21,24,21,21,20,19,19,17,16,15,
Poland,POL,Prevalence of stunting. height for age. male (% of children under 5),SH.STA.STNT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,
Poland,POL,People practicing open defecation. rural (% of rural population),SH.STA.ODFC.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,People using at least basic sanitation services. rural (% of rural population),SH.STA.BASS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.77964286,79.12821429,80.47678571,81.82535714,83.17392857,84.5225,85.87107143,87.21964286,88.56821429,89.91678571,91.26535714,92.61392857,93.9625,95.31107143,96.65964286,98.00821429,99.35678571,100,100,100,100
Poland,POL,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Mortality from CVD. cancer. diabetes or CRD between exact ages 30 and 70. male (%),SH.DYN.NCOM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,33.7,32.5,32.2,31.08.2021,31.03.2021,31.2,30.08.2021,30,29.08.2021,28.04.2021,27.05.2021,27.05.2021,27,25.08.2021,26.05.2021,25.04.2021,24.06.2021,23.05.2021,22.08.2021,
Poland,POL,Cause of death. by communicable diseases and maternal. prenatal and nutrition conditions (% of total),SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94572545498486,,,,,,,,,,3.95535422060168,,,,,4.83864140126944,,,,5.85222082210651,
Poland,POL,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.71073,33.37789,31.5182,30.95879,32.53095,32.28669,31.04745,31.04314,31.03347,30.71056,30.47298,30.3008,31.41403,30.84707,31.70244,,,,
Poland,POL,Educational attainment. at least Master's or equivalent. population 25+. female (%) (cumulative),SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3606090545654,21.4062309265137,,22.6374797821045,,,,
Poland,POL,Trained teachers in upper secondary education. female (% of female teachers),SE.SEC.TCAQ.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Secondary education. vocational pupils (% female),SE.SEC.ENRL.VO.FE.ZS,,,,,,,,,,,,44.74168,43.91712,43.47275,43.12634,43.25343,43.78745,44.00371,44.24162,44.33196,44.6478,44.90601,44.92712,44.73601,44.94716,44.75808,44.52766,44.25518,44.01717,43.75244,43.56641,43.09645,42.42382,41.33169,41.25743,41.31931,41.37228,41.27743,41.30432,41.20223,40.8084,40.48129,40.09366,38.76071,40.12367,37.16299,36.00189,36.15477,36.58854,37.06124,37.36317,37.74598,37.89741,37.37542,37.80043,38.66072,38.82817,38.61407,,,
Poland,POL,Educational attainment. at least completed lower secondary. population 25+. total (%) (cumulative),SE.SEC.CUAT.LO.ZS,,,,,,,,,,,26.1000003814697,,,,,,,,39.5999984741211,,,,,,,,,,55.6967010498047,,,,,,,,,,,,,,,,,,,,78.8859786987305,79.9776000976563,80.9015502929688,81.6829223632813,82.2974166870117,83.1423492431641,83.8526306152344,,85.3279266357422,,,,
Poland,POL,Primary education. teachers (% female),SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4683990478516,,84.7473907470703,,84.5327377319336,84.286018371582,84.3021774291992,83.7876815795898,83.7283935546875,83.6648788452148,85.097282409668,85.2829132080078,85.3359680175781,85.3428726196289,85.3993606567383,85.6150588989258,85.2930908203125,83.0122528076172,,
Poland,POL,Over-age students. primary. male (% of male enrollment),SE.PRM.OENR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03279,2.57463,2.31734,2.09494,1.92898,1.90192,1.89131,1.83754,1.89323,1.90044,1.80394,1.83852,1.83689,1.74626,1.69003,1.60254,,,1.24573,,,
Poland,POL,Primary education. pupils,SE.PRM.ENRL,,,,,,,,,,,,3860758,3675922,3516830,3374714,3245444,3162521,3102439,3075744,3078165,3115680,3190141,3309179,3439491,3566695,3678458,3771617,3854629,3915213,3920816,3928427,3957145,3976740,4026899,3973296,3841339,3740380,3674692,3579857,3433762,3318722,3221253,3105262,2983070,2855692,2723661,2602020,2484820,2375205,2294369,2234937,2191659,2187172,2160861,2152655,,,2296529,2277483,,
Poland,POL,Preprimary education. duration (years),SE.PRE.DURS,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Poland,POL,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.423354116868,50.9445321477687,49.5716848428719,48.7737096957994,47.5651698903053,47.5176503436336,47.9852740533993,45.700475714772,,,45.6446722,,,,,
Poland,POL,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7226521186561,18.4473259403956,13.7305977840323,10.747955818325,12.4526875750447,3.50814153752139,2.8076425461632,2.92943343649934,,,1.862180584,,,,,
